DisNo.,Classification Key,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Location,OFDA/BHA Response,Declaration,Magnitude,Magnitude Scale,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2014-0263-USA,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,USA,United States of America,Northern America,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, Texas, Wyoming, Illinois, Indiana, Iowa, Michigan, Minnesota, Missouri, Ohio, South Dakota, Wisconsin, New York, New Jersey, Pennsylvania, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, Tennessee provinces",No,No,60.0,Kph,2014,7,26.0,2014,7.0,27.0,,,300.0,,300.0,200000.0,257419.0,270000.0,347515.0,77.69440613,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2014-08-28,2023-09-25
2014-0310-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Hawaii province,No,No,95.0,Kph,2014,8,8.0,2014,8.0,10.0,1.0,,834.0,,834.0,,,66000.0,84948.0,77.69440613,"[{""adm1_code"":3225,""adm1_name"":""Hawaii""}]",2014-09-22,2023-09-25
2014-0444-USA,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,USA,United States of America,Northern America,"Arkansas, Louisiana, Alabama, Mississippi, Kentucky, Illinois, Texas provinces",No,Yes,160.0,Kph,2014,10,12.0,2014,10.0,14.0,2.0,,,,,100000.0,128709.0,170000.0,218806.0,77.69440613,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2014-11-07,2023-09-25
2014-0459-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"New York, New Hampshire, Michigan provinces",No,Yes,,Kph,2014,11,15.0,2014,11.0,19.0,13.0,,,,,63500.0,81730.0,100000.0,128709.0,77.69440613,"[{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3246,""adm1_name"":""New York""}]",2014-11-20,2023-09-25
2014-0482-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"Los Angeles, San Diego districts (California province), Oregon province",No,Yes,230.0,Kph,2014,12,10.0,2014,12.0,17.0,3.0,,,30.0,30.0,,,,,77.69440613,"[{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm2_code"":28883,""adm2_name"":""Los Angeles""},{""adm2_code"":28901,""adm2_name"":""San Diego""}]",2014-12-12,2023-09-25
2014-0540-USA,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,USA,United States of America,Northern America,"Blair area (Washington district, Nebraska province), Iowa, Kansas, Arkansas, Wyoming provinces",No,No,128.0,Kph,2014,6,3.0,2014,6.0,6.0,2.0,36.0,,,36.0,1300000.0,1673222.0,1600000.0,2059350.0,77.69440613,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3264,""adm1_name"":""Wyoming""},{""adm2_code"":30420,""adm2_name"":""Washington""}]",2015-03-27,2023-09-25
2015-0025-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"Illinois, Wisconsin, Pennsylvania provinces",No,No,,Kph,2015,1,6.0,2015,1.0,11.0,15.0,,,,,,,100000.0,128557.0,77.78656766,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2015-02-12,2023-09-25
2015-0026-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"Connecticut, Maine, Massachusetts, New Hampshire, New Jersey, New York, Rhode Island",No,Yes,104.0,Kph,2015,1,26.0,2015,1.0,28.0,2.0,,,,,50000.0,64278.0,80000.0,102846.0,77.78656766,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""}]",2015-02-12,2023-09-25
2015-0046-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"Tennessee, Kansas, District of Columbia, Boston, Ohio, Virginia, Georgia, North Carolina, South Carolina provinces",No,Yes,,Kph,2015,2,16.0,2015,2.0,22.0,10.0,,,,,75000.0,96418.0,100000.0,128557.0,77.78656766,"[{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2015-02-18,2023-09-25
2015-0072-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"Illinois, Michigan, Massachusetts, New York, Connecticut, Indiana provinces",No,No,,Kph,2015,1,31.0,2015,2.0,4.0,22.0,,,,,100000.0,128557.0,150000.0,192835.0,77.78656766,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3246,""adm1_name"":""New York""}]",2015-03-10,2023-09-25
2015-0073-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"Massachusetts, New York, Tennessee, Maryland, Virginia, Pennsylvania, Kentucky, North Carolina, Michigan, Rhode Island, New Hampshire, Ohio, South Carolina, Illinois, District of Columbia, Maine, Vermont provinces",No,No,,Kph,2015,2,16.0,2015,2.0,22.0,30.0,,,,,2000000.0,2571138.0,3000000.0,3856707.0,77.78656766,"[{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2015-03-10,2023-09-25
2015-0122-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"New York, Pennsylvania, Kentucky, West Virginia, Arkansas provinces",No,No,,Kph,2015,3,3.0,2015,3.0,5.0,13.0,,,,,100000.0,128557.0,170000.0,218547.0,77.78656766,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2015-04-09,2023-09-25
2015-0123-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Moore area (Cleveland district, Oklahoma province), Osage, Tulsa districts (Oklahoma province), Kansas, Missouri, Arkansas provinces",No,No,110.0,Kph,2015,3,25.0,2015,3.0,26.0,1.0,12.0,3300.0,,3312.0,450000.0,578506.0,500000.0,642784.0,77.78656766,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm2_code"":30821,""adm2_name"":""Cleveland""},{""adm2_code"":30864,""adm2_name"":""Osage""},{""adm2_code"":30879,""adm2_name"":""Tulsa""}]",2015-04-09,2023-09-25
2015-0138-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Fairdale area (DeKalb district, Illinois province), Rochelle town (Ogle district, Illinois province), Missouri, North Carolina, Indiana, Ohio, Kentucky, Texas, Iowa, Arkansas, Michigan, West Virginia, Wisconsin, Pennsylvania, Oklahoma, Kansas, Tennessee provinces",No,No,,Kph,2015,4,7.0,2015,4.0,10.0,3.0,12.0,,,12.0,990000.0,1272713.0,1400000.0,1799797.0,77.78656766,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3262,""adm1_name"":""West Virginia""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm2_code"":29292,""adm2_name"":""DeKalb""},{""adm2_code"":29343,""adm2_name"":""Ogle""}]",2015-04-14,2023-09-25
2015-0155-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Texas, Louisiana, Alabama, Mississippi, Kentucky, Georgia, Florida provinces",No,No,,Kph,2015,4,24.0,2015,4.0,28.0,4.0,12.0,,,12.0,800000.0,1028455.0,950000.0,1221291.0,77.78656766,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2015-05-19,2023-09-25
2015-0177-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Nashville town (Howard district, Arkansas province); Van town (Van Zandt district, Texas province), Delmond town (Douglas district, South Dakota province), Colorado, Oklahoma, Kansas, Iowa provinces",No,No,,Kph,2015,5,6.0,2015,5.0,13.0,6.0,,,,,,,1000000.0,1285569.0,77.78656766,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm2_code"":28820,""adm2_name"":""Howard""},{""adm2_code"":31059,""adm2_name"":""Douglas""},{""adm2_code"":31433,""adm2_name"":""Van Zandt""}]",2015-05-21,2023-09-25
2015-0180-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Kansas, Nebraska, Texas, Oklahoma, Minnesota, Iowa, Wisconsin provinces",No,No,,Kph,2015,5,3.0,2015,5.0,5.0,1.0,40.0,,,40.0,100000.0,128557.0,160000.0,205691.0,77.78656766,"[{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2015-05-21,2023-09-25
2015-0211-USA,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,USA,United States of America,Northern America,"Texas, Oklahoma, Kansas, Nebraska, Missouri, Colorado, Minnesota, South Dakota provinces",No,No,130.0,Kph,2015,5,6.0,2015,5.0,13.0,4.0,,,,,800000.0,1028455.0,1400000.0,1799797.0,77.78656766,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2015-06-05,2023-09-25
2015-0245-USA,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,USA,United States of America,Northern America,"Colorado, Illinois provinces",No,No,,Kph,2015,6,3.0,2015,6.0,8.0,,,,,,450000.0,578506.0,650000.0,835620.0,77.78656766,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3227,""adm1_name"":""Illinois""}]",2015-07-14,2023-09-25
2015-0326-USA,nat-met-sto-sev,Meteorological,Storm,Severe weather,USA,United States of America,Northern America,"Illinois, Indiana, Wisconsin, Minnesota, Ohio, Iowa, Kentucky, Tennessee, Missouri, South Carolina, North Carolina",No,No,,Kph,2015,7,12.0,2015,7.0,14.0,4.0,,,,,450000.0,578506.0,700000.0,899898.0,77.78656766,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2015-08-07,2023-09-25
2015-0400-USA,nat-met-sto-sev,Meteorological,Storm,Severe weather,USA,United States of America,Northern America,"Chicago, Lincolnwood towns (Cook district, Illinois province), Wood Dale town (DuPage district, Illinois province), Lancaster town (Coos district, New Hampshire province), Indiana, Ohio, Connecticut, Michigan, Massachusetts, Wisconsin, Rhode Island, Maine, New York provinces",No,No,95.0,Kph,2015,8,2.0,2015,8.0,4.0,4.0,40.0,,,40.0,800000.0,1028455.0,950000.0,1221291.0,77.78656766,"[{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm2_code"":29288,""adm2_name"":""Cook""},{""adm2_code"":29294,""adm2_name"":""DuPage""},{""adm2_code"":30444,""adm2_name"":""Coos""}]",2015-09-04,2023-09-25
2015-0459-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"South Carolina, North Carolina",No,No,,Kph,2015,10,1.0,2015,10.0,13.0,25.0,,800.0,,800.0,400000.0,514228.0,2000000.0,2571138.0,77.78656766,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""}]",2015-10-14,2023-09-25
2015-0488-USA,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,USA,United States of America,Northern America,"Austin, Houston districts (Texas province), Lousiana province",No,No,,Kph,2015,10,29.0,2015,11.0,3.0,6.0,,,,,200000.0,257114.0,270000.0,347104.0,77.78656766,"[{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm2_code"":31207,""adm2_name"":""Austin""},{""adm2_code"":31312,""adm2_name"":""Houston""}]",2015-11-09,2023-09-25
2015-0531-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"Texas, Kansas, Oklahoma provinces",No,No,,Kph,2015,11,25.0,2015,12.0,4.0,18.0,,300.0,,300.0,62500.0,80348.0,140000.0,179980.0,77.78656766,"[{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2015-12-10,2023-09-25
2015-0558-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Dallas, Ellis, Collin districts (Texas province), Mississippi, Tennessee, Arkansas, Alabama, Georgia, New Mexico, Missouri, Kentucky, Indiana, Oklahoma, Illinois provinces",No,Yes,,Kph,2015,12,26.0,2015,12.0,30.0,50.0,60.0,,,60.0,800000.0,1028455.0,2000000.0,2571138.0,77.78656766,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm2_code"":31242,""adm2_name"":""Collin""},{""adm2_code"":31256,""adm2_name"":""Dallas""},{""adm2_code"":31270,""adm2_name"":""Ellis""}]",2016-01-05,2023-09-25
2016-0010-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"Washington D.C. (District of Columbia district, District of Columbia province), New York, New Jersey, Pennsylvania, Maryland, Virginia, Tennessee, Kentucky, Delaware, West Virginia, Georgia, North Carolina provinces",No,Yes,,Kph,2016,1,23.0,2016,1.0,26.0,50.0,12.0,85000000.0,,85000012.0,240000.0,304693.0,550000.0,698254.0,78.767923,"[{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2016-02-02,2023-09-25
2016-0012-USA,nat-met-sto-sev,Meteorological,Storm,Severe weather,USA,United States of America,Northern America,"Ventura, Orange, San Diego, Los Angles districts (California province)",No,No,,Kph,2016,1,4.0,2016,1.0,8.0,,,,,,65000.0,82521.0,125000.0,158694.0,78.767923,"[{""adm2_code"":28883,""adm2_name"":""Los Angeles""},{""adm2_code"":28894,""adm2_name"":""Orange""},{""adm2_code"":28901,""adm2_name"":""San Diego""},{""adm2_code"":28920,""adm2_name"":""Ventura""}]",2016-02-02,2023-09-25
2016-0051-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"Alabama, Mississippi, Virginia, Connecticut, Florida, Georgia, Louisiana, Massachusetts, Maryland, North Carolina, New Jersey, New York, Pennsylvania, South Carolina, Texas",No,Yes,,Kph,2016,2,22.0,2016,2.0,25.0,10.0,12.0,,,12.0,,,1200000.0,1523463.0,78.767923,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2016-03-15,2023-09-25
2016-0085-USA,nat-met-sto-sev,Meteorological,Storm,Severe weather,USA,United States of America,Northern America,"California, Lousiana, Texas, Arkansas, Tennessee, Mississippi, Alabama, Oklahoma, Kentucky, Ohio provinces",No,Yes,,Kph,2016,3,4.0,2016,3.0,12.0,7.0,,,,,560000.0,710949.0,1600000.0,2031284.0,78.767923,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2016-04-11,2023-09-25
